gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Male,47,Single,ONC/BTEC,British,White,"20,800 to 28,600",London,No,,,
Female,76,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Male,41,Married,A Levels,English,White,"20,800 to 28,600",London,No,,,
Female,80,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,63,Married,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Male,29,Married,No Qualification,English,White,"15,600 to 20,800",London,No,,,
Female,40,Single,GCSE/O Level,Other,White,"15,600 to 20,800",London,No,,,
Female,54,Married,No Qualification,English,White,"10,400 to 15,600",London,No,,,
Male,66,Married,Degree,British,Asian,"10,400 to 15,600",London,Yes,5.0,55.0,Packets
Male,69,Married,Other/Sub Degree,Other,Asian,"10,400 to 15,600",London,No,,,
Male,51,Married,No Qualification,British,White,"15,600 to 20,800",London,No,,,
Male,70,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
Female,36,Married,GCSE/O Level,British,White,"2,600 to 5,200",London,Yes,10.0,1.0,Packets
Female,73,Married,No Qualification,English,White,"Under 2,600",London,No,,,
Male,72,Married,Other/Sub Degree,British,White,"2,600 to 5,200",London,No,,,
Female,18,Single,GCSE/O Level,English,White,"Under 2,600",London,No,,,
Female,57,Married,Other/Sub Degree,British,White,"Under 2,600",London,No,,,
Male,21,Single,A Levels,British,White,Refused,London,No,,,
Male,64,Married,Degree,British,Asian,"5,200 to 10,400",London,No,,,
Female,39,Married,GCSE/CSE,English,White,"20,800 to 28,600",London,No,,,
Female,37,Divorced,GCSE/CSE,British,White,"5,200 to 10,400",London,No,,,
Female,36,Married,GCSE/CSE,British,White,"Under 2,600",London,Yes,5.0,1.0,Packets
Female,37,Married,Degree,English,White,"10,400 to 15,600",London,No,,,
Male,79,Married,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,49,Married,GCSE/CSE,English,White,"5,200 to 10,400",London,No,,,
Female,30,Married,GCSE/O Level,English,White,"5,200 to 10,400",London,No,,,
Female,27,Single,Degree,Welsh,White,"20,800 to 28,600",London,No,,,
Male,16,Single,GCSE/O Level,English,White,"Under 2,600",London,No,,,
Male,40,Married,GCSE/O Level,English,White,"Above 36,400",London,No,,,
Female,45,Separated,GCSE/O Level,English,White,"15,600 to 20,800",London,No,,,
Female,78,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",London,No,,,
Female,59,Married,Other/Sub Degree,English,White,"5,200 to 10,400",London,No,,,
Female,93,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",London,Yes,0.0,3.0,Packets
Female,33,Married,A Levels,English,White,"10,400 to 15,600",London,No,,,
Female,57,Divorced,No Qualification,British,White,"15,600 to 20,800",London,No,,,
Female,53,Single,No Qualification,English,White,"2,600 to 5,200",London,Yes,4.0,4.0,Packets
Female,54,Divorced,Higher/Sub Degree,English,White,"2,600 to 5,200",London,No,,,
Female,33,Married,A Levels,Irish,White,"Above 36,400",London,No,,,
Female,52,Single,Other/Sub Degree,Irish,White,"2,600 to 5,200",London,No,,,
Male,31,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",London,No,,,
Female,54,Married,Degree,British,White,"28,600 to 36,400",London,No,,,
Female,41,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",London,Yes,10.0,10.0,Packets
Female,23,Single,GCSE/O Level,English,White,"10,400 to 15,600",London,No,,,
Female,81,Widowed,GCSE/CSE,British,White,"Under 2,600",London,No,,,
Female,17,Single,A Levels,British,White,Refused,London,No,,,
Male,73,Married,No Qualification,British,White,"Above 36,400",London,No,,,
Male,62,Married,No Qualification,English,White,"20,800 to 28,600",London,No,,,
Female,73,Married,Degree,Scottish,White,"10,400 to 15,600",London,Yes,16.0,16.0,Packets
Male,22,Single,ONC/BTEC,English,White,"20,800 to 28,600",London,Yes,15.0,15.0,Both/Mainly Packets
Female,18,Single,A Levels,English,White,"Under 2,600",London,No,,,
Female,86,Widowed,GCSE/O Level,Irish,White,"10,400 to 15,600",London,Yes,7.0,7.0,Packets
Female,54,Married,Degree,British,White,"20,800 to 28,600",London,Yes,20.0,20.0,Packets
Female,55,Married,Degree,British,White,"20,800 to 28,600",London,No,,,
Female,22,Single,Degree,English,Mixed,"20,800 to 28,600",London,Yes,15.0,15.0,Packets
Female,30,Married,ONC/BTEC,British,Asian,"5,200 to 10,400",London,No,,,
Female,25,Single,Degree,Other,Black,"2,600 to 5,200",London,No,,,
Female,54,Divorced,Other/Sub Degree,British,Chinese,"Under 2,600",London,Yes,15.0,10.0,Packets
Male,36,Single,GCSE/O Level,English,White,"15,600 to 20,800",London,No,,,
Female,40,Married,Other/Sub Degree,Other,White,"Under 2,600",London,No,,,
Female,51,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",London,Yes,10.0,2.0,Packets
Male,44,Married,Degree,British,White,"10,400 to 15,600",London,No,,,
Female,26,Single,Degree,Other,White,"Under 2,600",London,Yes,5.0,0.0,Packets
Male,73,Married,ONC/BTEC,English,White,"5,200 to 10,400",London,No,,,
Female,36,Married,GCSE/O Level,English,White,"15,600 to 20,800",London,No,,,
Male,69,Widowed,No Qualification,Irish,White,"5,200 to 10,400",London,No,,,
Female,41,Married,Degree,British,White,"10,400 to 15,600",London,No,,,
Male,40,Married,Degree,Other,White,"Above 36,400",London,No,,,
Male,82,Married,Other/Sub Degree,Other,White,"2,600 to 5,200",London,Yes,3.0,3.0,Packets
Male,27,Single,Degree,British,White,"15,600 to 20,800",London,No,,,
Female,35,Single,Degree,English,White,"20,800 to 28,600",London,No,,,
Male,35,Married,Degree,English,White,"Above 36,400",London,No,,,
Male,33,Married,Other/Sub Degree,Other,White,"28,600 to 36,400",London,No,,,
Female,41,Divorced,No Qualification,British,White,"2,600 to 5,200",London,Yes,20.0,20.0,Packets
Female,26,Separated,Other/Sub Degree,British,Black,"5,200 to 10,400",London,No,,,
Female,55,Married,No Qualification,English,White,Refused,London,No,,,
Male,18,Single,GCSE/O Level,Other,Black,"Under 2,600",London,No,,,
Female,68,Married,GCSE/O Level,British,Black,"5,200 to 10,400",London,No,,,
Female,43,Single,GCSE/O Level,Other,Black,"10,400 to 15,600",London,No,,,
Male,58,Married,No Qualification,English,Mixed,"20,800 to 28,600",London,No,,,
Female,39,Married,GCSE/O Level,British,White,"5,200 to 10,400",London,No,,,
Female,54,Separated,No Qualification,English,White,"2,600 to 5,200",London,No,,,
Female,62,Married,No Qualification,British,White,"28,600 to 36,400",London,No,,,
Female,40,Married,A Levels,English,White,"10,400 to 15,600",London,Yes,2.0,0.0,Both/Mainly Packets
Female,59,Single,GCSE/O Level,English,White,"2,600 to 5,200",London,No,,,
Female,57,Divorced,GCSE/O Level,British,White,"20,800 to 28,600",London,No,,,
Female,42,Single,GCSE/O Level,Other,Black,"5,200 to 10,400",London,Yes,25.0,10.0,Packets
Female,48,Separated,GCSE/O Level,Scottish,White,"20,800 to 28,600",London,Yes,25.0,25.0,Packets
Female,45,Divorced,GCSE/O Level,British,Black,"20,800 to 28,600",London,Yes,15.0,10.0,Packets
Female,24,Single,GCSE/CSE,British,White,"2,600 to 5,200",London,No,,,
Female,66,Widowed,GCSE/CSE,British,Black,"10,400 to 15,600",London,No,,,
Male,63,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",London,Yes,20.0,20.0,Packets
Male,28,Single,GCSE/O Level,Refused,Refused,Refused,London,No,,,
Male,59,Divorced,No Qualification,English,White,"20,800 to 28,600",London,No,,,
Male,50,Married,Higher/Sub Degree,Other,Black,"20,800 to 28,600",London,No,,,
Female,41,Separated,GCSE/CSE,English,White,"10,400 to 15,600",London,No,,,
Female,76,Single,No Qualification,British,White,"5,200 to 10,400",London,No,,,
Male,24,Single,ONC/BTEC,British,White,"15,600 to 20,800",London,Yes,15.0,20.0,Packets
Female,25,Single,Other/Sub Degree,British,Chinese,"20,800 to 28,600",London,Yes,5.0,2.0,Packets
Female,33,Widowed,Degree,Other,Chinese,"5,200 to 10,400",London,No,,,
Male,31,Single,ONC/BTEC,Other,Black,"28,600 to 36,400",London,No,,,
Female,33,Single,Degree,British,Black,"5,200 to 10,400",London,Yes,10.0,8.0,Packets
Female,37,Single,No Qualification,Other,White,"5,200 to 10,400",London,No,,,
Male,81,Divorced,No Qualification,British,Black,"5,200 to 10,400",London,No,,,
Female,36,Single,No Qualification,Other,Black,"20,800 to 28,600",London,No,,,
Female,64,Married,No Qualification,British,White,"10,400 to 15,600",London,Yes,15.0,7.0,Hand-Rolled
Male,51,Married,Other/Sub Degree,British,Asian,"5,200 to 10,400",London,No,,,
Female,19,Single,A Levels,British,Mixed,"10,400 to 15,600",London,No,,,
Female,18,Single,A Levels,British,Black,Refused,London,No,,,
Male,31,Married,Degree,English,White,"Above 36,400",London,Yes,10.0,5.0,Both/Mainly Packets
Female,24,Single,ONC/BTEC,English,White,"5,200 to 10,400",London,No,,,
Male,18,Single,No Qualification,Other,Chinese,"Under 2,600",London,Yes,20.0,10.0,Packets
Male,22,Single,Degree,Other,Asian,"2,600 to 5,200",London,No,,,
Female,26,Single,Other/Sub Degree,Other,Black,"10,400 to 15,600",London,No,,,
Female,33,Single,Degree,British,Black,"2,600 to 5,200",London,No,,,
Male,17,Single,GCSE/CSE,British,Asian,"Under 2,600",London,Yes,20.0,10.0,Packets
Male,37,Single,ONC/BTEC,British,Black,"10,400 to 15,600",London,Yes,20.0,10.0,Packets
Male,60,Married,No Qualification,British,Chinese,"2,600 to 5,200",London,No,,,
Male,80,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
Male,68,Married,ONC/BTEC,British,White,"10,400 to 15,600",South East,Yes,7.0,7.0,Packets
Female,65,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Male,42,Married,No Qualification,British,Chinese,"10,400 to 15,600",South East,No,,,
Female,48,Married,GCSE/O Level,British,White,"15,600 to 20,800",South East,No,,,
Male,46,Married,A Levels,Scottish,White,"Above 36,400",South East,No,,,
Male,44,Married,ONC/BTEC,English,White,"28,600 to 36,400",South East,No,,,
Female,29,Married,A Levels,English,White,"10,400 to 15,600",South East,Yes,10.0,5.0,Packets
Male,38,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,No,,,
Female,52,Married,No Qualification,Irish,White,Refused,South East,No,,,
Male,48,Divorced,Degree,English,White,"Above 36,400",South East,No,,,
Male,65,Married,GCSE/CSE,British,White,"10,400 to 15,600",South East,No,,,
Male,27,Single,Degree,English,White,"10,400 to 15,600",South East,No,,,
Female,37,Married,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
Female,42,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,,,
Male,53,Single,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Female,66,Widowed,No Qualification,English,White,Refused,South East,Yes,20.0,20.0,Packets
Female,20,Single,ONC/BTEC,English,White,"15,600 to 20,800",South East,No,,,
Female,62,Married,No Qualification,Refused,Refused,Refused,South East,No,,,
Male,18,Single,Other/Sub Degree,English,White,"2,600 to 5,200",South East,No,,,
Male,69,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,63,Divorced,ONC/BTEC,English,White,"Above 36,400",South East,Yes,2.0,1.0,Packets
Male,41,Married,Degree,British,Chinese,"28,600 to 36,400",South East,No,,,
Male,74,Married,Higher/Sub Degree,English,White,"Above 36,400",South East,No,,,
Female,20,Single,Other/Sub Degree,Other,White,"2,600 to 5,200",South East,No,,,
Female,18,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Male,28,Single,GCSE/O Level,English,Black,"5,200 to 10,400",South East,Yes,10.0,10.0,Hand-Rolled
Male,49,Married,Degree,British,Chinese,"Above 36,400",South East,No,,,
Male,64,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",South East,No,,,
Female,69,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Female,33,Separated,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Female,22,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,Yes,15.0,7.0,Packets
Female,63,Married,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
Female,93,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",South East,No,,,
Female,65,Married,No Qualification,English,White,"Under 2,600",South East,No,,,
Female,33,Married,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,20.0,10.0,Packets
Female,38,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
Female,29,Single,GCSE/O Level,English,White,"Under 2,600",South East,Yes,10.0,10.0,Packets
Male,59,Married,A Levels,British,White,"Above 36,400",South East,No,,,
Male,37,Single,Degree,English,Mixed,"Above 36,400",South East,No,,,
Male,51,Single,No Qualification,British,White,"20,800 to 28,600",South East,Yes,20.0,20.0,Packets
Female,33,Married,GCSE/O Level,English,White,Refused,South East,No,,,
Female,80,Single,Higher/Sub Degree,English,White,"2,600 to 5,200",South East,No,,,
Male,49,Married,A Levels,English,White,"15,600 to 20,800",South East,No,,,
Female,38,Married,Degree,English,White,"20,800 to 28,600",South East,No,,,
Male,45,Single,GCSE/O Level,English,White,"Above 36,400",South East,Yes,10.0,20.0,Packets
Female,58,Married,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",South East,No,,,
Female,63,Married,Degree,English,White,"2,600 to 5,200",South East,No,,,
Female,69,Married,Other/Sub Degree,English,White,"2,600 to 5,200",South East,No,,,
Male,86,Widowed,Other/Sub Degree,British,White,"20,800 to 28,600",South East,No,,,
Female,66,Widowed,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
Male,61,Married,No Qualification,British,Unknown,"5,200 to 10,400",South East,No,,,
Female,62,Separated,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,No,,,
Female,89,Widowed,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
Female,72,Widowed,Degree,British,White,"20,800 to 28,600",South East,No,,,
Male,64,Married,Other/Sub Degree,British,White,"Above 36,400",South East,No,,,
Female,58,Married,A Levels,English,White,"28,600 to 36,400",South East,No,,,
Female,80,Widowed,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
Female,61,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",South East,No,,,
Female,34,Married,Higher/Sub Degree,Irish,White,"5,200 to 10,400",South East,No,,,
Female,36,Married,GCSE/O Level,British,White,"Under 2,600",South East,Yes,5.0,3.0,Packets
Female,34,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,20.0,10.0,Packets
Female,40,Single,A Levels,English,White,"Above 36,400",South East,No,,,
Male,53,Single,No Qualification,English,White,"20,800 to 28,600",South East,No,,,
Female,31,Single,Degree,English,White,"20,800 to 28,600",South East,No,,,
Female,86,Separated,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
Female,46,Married,No Qualification,English,White,"5,200 to 10,400",South East,Yes,20.0,20.0,Packets
Male,34,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",South East,No,,,
Female,44,Single,Degree,English,White,"28,600 to 36,400",South East,No,,,
Female,69,Widowed,A Levels,English,White,"5,200 to 10,400",South East,No,,,
Female,56,Widowed,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
Male,79,Single,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
Female,41,Separated,GCSE/CSE,English,White,"5,200 to 10,400",South East,Yes,30.0,15.0,Packets
Male,34,Divorced,ONC/BTEC,English,White,"Above 36,400",South East,Yes,30.0,15.0,Packets
Male,47,Single,GCSE/CSE,English,White,"2,600 to 5,200",South East,Yes,40.0,40.0,Packets
Male,46,Married,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
Female,30,Single,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
Female,19,Single,A Levels,English,White,"5,200 to 10,400",South East,No,,,
Male,45,Married,Degree,Welsh,White,"28,600 to 36,400",South East,No,,,
Female,24,Single,Higher/Sub Degree,Other,White,"10,400 to 15,600",South East,No,,,
Male,42,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
Male,32,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South East,No,,,
Male,32,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,Yes,20.0,20.0,Packets
Female,28,Single,A Levels,British,White,"Under 2,600",South East,Yes,5.0,5.0,Packets
Female,78,Widowed,No Qualification,British,White,"10,400 to 15,600",South East,No,,,
Male,42,Divorced,GCSE/O Level,English,White,"15,600 to 20,800",South East,Yes,20.0,20.0,Hand-Rolled
Female,27,Married,Degree,English,White,"28,600 to 36,400",South East,No,,,
Female,57,Married,Other/Sub Degree,English,White,Refused,South East,No,,,
Female,24,Single,Degree,Refused,Refused,Refused,South East,No,,,
Female,71,Married,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
Male,51,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
Male,66,Widowed,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
Female,73,Separated,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
Male,18,Single,No Qualification,Refused,Refused,Refused,South East,Yes,10.0,10.0,Packets
Male,50,Divorced,A Levels,English,White,"20,800 to 28,600",South East,Yes,10.0,5.0,Packets
Female,79,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,Yes,5.0,5.0,Packets
Female,22,Single,GCSE/O Level,English,White,"Under 2,600",South East,Yes,10.0,5.0,Packets
Male,45,Divorced,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
Female,53,Married,No Qualification,English,White,Refused,South East,No,,,
Male,77,Married,No Qualification,English,White,"2,600 to 5,200",South East,Yes,15.0,15.0,Packets
Female,64,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,39,Married,A Levels,British,White,"Under 2,600",South East,No,,,
Male,54,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,Yes,10.0,20.0,Both/Mainly Packets
Male,17,Single,GCSE/CSE,English,White,Refused,South East,No,,,
Male,78,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,50,Single,Degree,British,White,"20,800 to 28,600",South East,Yes,12.0,6.0,Packets
Male,41,Married,Higher/Sub Degree,English,White,"Above 36,400",South East,No,,,
Female,48,Divorced,No Qualification,Irish,Mixed,"2,600 to 5,200",South East,Yes,40.0,20.0,Packets
Male,25,Married,GCSE/O Level,English,White,"15,600 to 20,800",South East,No,,,
Male,18,Married,ONC/BTEC,British,White,"2,600 to 5,200",South East,No,,,
Female,58,Married,GCSE/O Level,English,White,"10,400 to 15,600",South East,No,,,
Female,79,Widowed,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
Male,62,Married,No Qualification,English,White,"2,600 to 5,200",South East,Yes,10.0,10.0,Hand-Rolled
Female,36,Married,GCSE/CSE,British,White,"Under 2,600",South East,No,,,
Female,38,Divorced,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,19,Single,Other/Sub Degree,British,White,"10,400 to 15,600",South East,No,,,
Female,45,Separated,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,54,Married,Degree,English,White,"Above 36,400",South East,No,,,
Female,69,Widowed,GCSE/O Level,Scottish,White,"15,600 to 20,800",South East,No,,,
Female,65,Widowed,Higher/Sub Degree,British,White,"10,400 to 15,600",South East,No,,,
Male,31,Married,GCSE/CSE,English,White,"20,800 to 28,600",South East,No,,,
Female,31,Married,Degree,British,White,"2,600 to 5,200",South East,No,,,
Female,46,Single,No Qualification,English,White,"2,600 to 5,200",South East,Yes,20.0,20.0,Packets
Male,37,Single,ONC/BTEC,Other,White,"20,800 to 28,600",South East,No,,,
Female,72,Married,No Qualification,English,White,Unknown,South East,No,,,
Male,59,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
Female,82,Widowed,GCSE/O Level,English,White,Refused,South East,No,,,
Male,81,Widowed,Degree,English,White,"28,600 to 36,400",South East,No,,,
Female,65,Widowed,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
Female,48,Divorced,No Qualification,English,White,"15,600 to 20,800",South East,Yes,5.0,5.0,Hand-Rolled
Male,49,Divorced,ONC/BTEC,British,White,"Above 36,400",South East,Yes,15.0,10.0,Packets
Male,35,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,Yes,60.0,40.0,Packets
Female,73,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,80,Divorced,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Male,55,Married,ONC/BTEC,English,White,"28,600 to 36,400",South East,No,,,
Male,78,Widowed,No Qualification,English,White,Refused,South East,No,,,
Female,45,Single,GCSE/O Level,English,White,Refused,South East,Yes,20.0,20.0,Packets
Male,39,Married,A Levels,English,White,"20,800 to 28,600",South East,Yes,20.0,10.0,Packets
Male,75,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Male,65,Married,Other/Sub Degree,English,Chinese,"5,200 to 10,400",South East,No,,,
Male,79,Divorced,No Qualification,Refused,Refused,"2,600 to 5,200",South East,No,,,
Male,75,Married,GCSE/O Level,English,Chinese,"20,800 to 28,600",South East,No,,,
Female,69,Married,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Female,57,Single,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
Female,29,Single,Degree,English,White,"20,800 to 28,600",South East,No,,,
Male,54,Married,No Qualification,English,White,"20,800 to 28,600",South East,Yes,30.0,30.0,Packets
Male,29,Married,Degree,British,White,"20,800 to 28,600",South East,No,,,
Male,42,Divorced,No Qualification,British,White,"10,400 to 15,600",South East,No,,,
Male,28,Single,Degree,British,White,"15,600 to 20,800",South East,Yes,5.0,5.0,Hand-Rolled
Female,65,Widowed,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
Male,37,Married,Degree,English,White,"Above 36,400",South East,Yes,0.0,4.0,Packets
Female,35,Single,Degree,English,White,"5,200 to 10,400",South East,No,,,
Female,33,Single,Degree,English,Mixed,"15,600 to 20,800",South East,Yes,10.0,6.0,Both/Mainly Packets
Male,52,Married,Degree,Other,White,"5,200 to 10,400",South East,Yes,40.0,40.0,Packets
Male,57,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",South East,No,,,
Female,31,Single,Degree,English,White,"15,600 to 20,800",South East,No,,,
Male,73,Married,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
Male,43,Married,Degree,British,White,"Above 36,400",South East,No,,,
Male,38,Single,Degree,English,Black,"28,600 to 36,400",South East,No,,,
Female,43,Married,No Qualification,British,White,"Above 36,400",South East,Yes,12.0,12.0,Packets
Female,55,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
Male,59,Married,Degree,British,White,"Above 36,400",South East,No,,,
Female,33,Married,Degree,British,White,"20,800 to 28,600",South East,No,,,
Female,41,Married,GCSE/O Level,British,White,"5,200 to 10,400",South East,Yes,20.0,20.0,Packets
Female,46,Married,GCSE/CSE,British,White,"5,200 to 10,400",South East,Yes,20.0,20.0,Packets
Male,57,Married,Degree,British,White,"Above 36,400",South East,Yes,35.0,35.0,Packets
Male,40,Single,A Levels,English,White,"15,600 to 20,800",South East,No,,,
Male,57,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Female,39,Married,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,10.0,7.0,Packets
Male,67,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South East,Yes,5.0,5.0,Hand-Rolled
Female,46,Single,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
Male,39,Married,Higher/Sub Degree,British,White,"28,600 to 36,400",South East,No,,,
Female,55,Married,GCSE/O Level,British,White,Refused,South East,No,,,
Male,50,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South East,Yes,15.0,10.0,Hand-Rolled
Female,70,Widowed,ONC/BTEC,English,White,"5,200 to 10,400",South East,No,,,
Female,44,Married,Higher/Sub Degree,Other,White,"Under 2,600",South East,No,,,
Female,33,Married,ONC/BTEC,English,White,"Under 2,600",South East,No,,,
Male,69,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,No,,,
Female,70,Married,No Qualification,English,White,"Under 2,600",South East,Yes,10.0,10.0,Packets
Female,62,Widowed,No Qualification,British,White,Refused,South East,No,,,
Female,31,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,,,
Male,70,Married,Other/Sub Degree,English,White,"10,400 to 15,600",South East,No,,,
Male,32,Married,No Qualification,British,White,"28,600 to 36,400",South East,No,,,
Female,75,Divorced,A Levels,British,White,Refused,South East,No,,,
Male,47,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",South East,No,,,
Male,57,Married,No Qualification,English,White,"20,800 to 28,600",South East,No,,,
Male,86,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
Female,32,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
Male,46,Single,GCSE/O Level,British,White,"10,400 to 15,600",South East,Yes,15.0,15.0,Packets
Male,51,Single,No Qualification,English,White,"Under 2,600",South East,Yes,10.0,10.0,Packets
Female,69,Married,GCSE/O Level,English,White,"10,400 to 15,600",South East,No,,,
Female,73,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Female,32,Single,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,Yes,20.0,20.0,Packets
Female,75,Married,GCSE/O Level,English,White,Unknown,South East,No,,,
Female,54,Widowed,GCSE/CSE,English,White,"20,800 to 28,600",South East,Yes,25.0,25.0,Packets
Female,51,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South East,No,,,
Female,35,Married,Degree,British,White,"10,400 to 15,600",South East,No,,,
Male,38,Married,Degree,English,White,"Above 36,400",South East,No,,,
Female,72,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Female,66,Married,A Levels,English,White,Refused,South East,No,,,
Female,59,Married,GCSE/CSE,English,White,"2,600 to 5,200",South East,No,,,
Male,70,Married,Degree,British,White,"20,800 to 28,600",South East,No,,,
Male,44,Single,GCSE/CSE,English,White,Refused,South East,No,,,
Female,67,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,,,
Male,35,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
Female,33,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Male,17,Single,GCSE/CSE,English,White,"2,600 to 5,200",South East,No,,,
Female,45,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,,,
Female,57,Married,GCSE/O Level,British,White,"5,200 to 10,400",South East,No,,,
Female,18,Single,A Levels,British,White,"Under 2,600",South East,No,,,
Male,68,Separated,A Levels,English,White,"15,600 to 20,800",South East,No,,,
Female,27,Single,Higher/Sub Degree,Other,White,"15,600 to 20,800",South East,Yes,12.0,15.0,Hand-Rolled
Female,40,Married,GCSE/CSE,British,White,"Under 2,600",South East,Yes,30.0,18.0,Packets
Male,77,Single,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,,,
Female,77,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Male,75,Married,ONC/BTEC,English,White,"Above 36,400",South East,No,,,
Male,39,Married,ONC/BTEC,British,White,"15,600 to 20,800",South East,Yes,15.0,15.0,Packets
Female,21,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
Female,59,Divorced,Degree,British,White,"5,200 to 10,400",South East,No,,,
Male,27,Single,GCSE/CSE,British,White,"20,800 to 28,600",South East,No,,,
Female,67,Married,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
Female,50,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
Female,64,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
Female,79,Widowed,No Qualification,English,Chinese,"5,200 to 10,400",South East,No,,,
